,CountryName,RegionName,Date,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6M_Facial Coverings
74,Aruba,,2020-03-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
75,Aruba,,2020-03-16 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76,Aruba,,2020-03-17 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
77,Aruba,,2020-03-18 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0
78,Aruba,,2020-03-19 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0
79,Aruba,,2020-03-20 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0
80,Aruba,,2020-03-21 00:00:00,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
81,Aruba,,2020-03-22 00:00:00,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
82,Aruba,,2020-03-23 00:00:00,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
83,Aruba,,2020-03-24 00:00:00,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
84,Aruba,,2020-03-25 00:00:00,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
85,Aruba,,2020-03-26 00:00:00,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
86,Aruba,,2020-03-27 00:00:00,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
87,Aruba,,2020-03-28 00:00:00,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
88,Aruba,,2020-03-29 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
89,Aruba,,2020-03-30 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
90,Aruba,,2020-03-31 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
91,Aruba,,2020-04-01 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
92,Aruba,,2020-04-02 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
93,Aruba,,2020-04-03 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
94,Aruba,,2020-04-04 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
95,Aruba,,2020-04-05 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
96,Aruba,,2020-04-06 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
97,Aruba,,2020-04-07 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
98,Aruba,,2020-04-08 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
99,Aruba,,2020-04-09 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
100,Aruba,,2020-04-10 00:00:00,3.0,3.0,2.0,4.0,0.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0
101,Aruba,,2020-04-11 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
102,Aruba,,2020-04-12 00:00:00,3.0,3.0,2.0,4.0,0.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0
103,Aruba,,2020-04-13 00:00:00,3.0,3.0,2.0,4.0,0.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0
104,Aruba,,2020-04-14 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
105,Aruba,,2020-04-15 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
106,Aruba,,2020-04-16 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
107,Aruba,,2020-04-17 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
108,Aruba,,2020-04-18 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
109,Aruba,,2020-04-19 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
110,Aruba,,2020-04-20 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
111,Aruba,,2020-04-21 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
112,Aruba,,2020-04-22 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
113,Aruba,,2020-04-23 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
114,Aruba,,2020-04-24 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
115,Aruba,,2020-04-25 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
116,Aruba,,2020-04-26 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
117,Aruba,,2020-04-27 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
118,Aruba,,2020-04-28 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
119,Aruba,,2020-04-29 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
120,Aruba,,2020-04-30 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
121,Aruba,,2020-05-01 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
122,Aruba,,2020-05-02 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
123,Aruba,,2020-05-03 00:00:00,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
124,Aruba,,2020-05-04 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
125,Aruba,,2020-05-05 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
126,Aruba,,2020-05-06 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
127,Aruba,,2020-05-07 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
128,Aruba,,2020-05-08 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
129,Aruba,,2020-05-09 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
130,Aruba,,2020-05-10 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
131,Aruba,,2020-05-11 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
132,Aruba,,2020-05-12 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
133,Aruba,,2020-05-13 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
134,Aruba,,2020-05-14 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
135,Aruba,,2020-05-15 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
136,Aruba,,2020-05-16 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
137,Aruba,,2020-05-17 00:00:00,3.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
138,Aruba,,2020-05-18 00:00:00,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
139,Aruba,,2020-05-19 00:00:00,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
140,Aruba,,2020-05-20 00:00:00,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
141,Aruba,,2020-05-21 00:00:00,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
142,Aruba,,2020-05-22 00:00:00,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
143,Aruba,,2020-05-23 00:00:00,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
144,Aruba,,2020-05-24 00:00:00,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
145,Aruba,,2020-05-25 00:00:00,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
146,Aruba,,2020-05-26 00:00:00,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
147,Aruba,,2020-05-27 00:00:00,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
148,Aruba,,2020-05-28 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0
149,Aruba,,2020-05-29 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0
150,Aruba,,2020-05-30 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0
151,Aruba,,2020-05-31 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0
152,Aruba,,2020-06-01 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0
153,Aruba,,2020-06-02 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0
154,Aruba,,2020-06-03 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0
155,Aruba,,2020-06-04 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0
156,Aruba,,2020-06-05 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0
157,Aruba,,2020-06-06 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0
158,Aruba,,2020-06-07 00:00:00,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0
159,Aruba,,2020-06-08 00:00:00,1.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0
160,Aruba,,2020-06-09 00:00:00,1.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0
161,Aruba,,2020-06-10 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
162,Aruba,,2020-06-11 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
163,Aruba,,2020-06-12 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
164,Aruba,,2020-06-13 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
165,Aruba,,2020-06-14 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
166,Aruba,,2020-06-15 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
167,Aruba,,2020-06-16 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
168,Aruba,,2020-06-17 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
169,Aruba,,2020-06-18 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
170,Aruba,,2020-06-19 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
171,Aruba,,2020-06-20 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
172,Aruba,,2020-06-21 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
173,Aruba,,2020-06-22 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
174,Aruba,,2020-06-23 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
175,Aruba,,2020-06-24 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
176,Aruba,,2020-06-25 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
177,Aruba,,2020-06-26 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
178,Aruba,,2020-06-27 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
179,Aruba,,2020-06-28 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
180,Aruba,,2020-06-29 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
181,Aruba,,2020-06-30 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
182,Aruba,,2020-07-01 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
183,Aruba,,2020-07-02 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
184,Aruba,,2020-07-03 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
185,Aruba,,2020-07-04 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
186,Aruba,,2020-07-05 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
187,Aruba,,2020-07-06 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
188,Aruba,,2020-07-07 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
189,Aruba,,2020-07-08 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
190,Aruba,,2020-07-09 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
191,Aruba,,2020-07-10 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
192,Aruba,,2020-07-11 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
193,Aruba,,2020-07-12 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
194,Aruba,,2020-07-13 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
195,Aruba,,2020-07-14 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
196,Aruba,,2020-07-15 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
197,Aruba,,2020-07-16 00:00:00,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0
